ja_1	japanese	それをエラストが連れ戻すことで恩を売り、なおかつ結婚を認めさせようという計画である。	連れ戻す	0.24
ja_2	japanese	それをエラストが連れ戻すことで恩を売り、なおかつ結婚を認めさせようという計画である。	恩を売り	0.56
ja_3	japanese	それをエラストが連れ戻すことで恩を売り、なおかつ結婚を認めさせようという計画である。	なおかつ	0.4
ja_4	japanese	各種の自動車、自転車、市電など、ぜんぜん気にかけない。	各種の	0.16
ja_5	japanese	各種の自動車、自転車、市電など、ぜんぜん気にかけない。	市電	0.38
ja_6	japanese	各種の自動車、自転車、市電など、ぜんぜん気にかけない。	気にかけない	0.38
ja_7	japanese	ドラマに関する感想を募集し、週ごとにピックアップして回答も掲載した。	募集し	0.08
ja_8	japanese	ドラマに関する感想を募集し、週ごとにピックアップして回答も掲載した。	ピックアップして	0.04
ja_9	japanese	ドラマに関する感想を募集し、週ごとにピックアップして回答も掲載した。	掲載した	0.32
ja_10	japanese	再びはじめに戻れば、{a,b}=cまたは{a,b}={c,d}である。	再び	0.06
ja_11	japanese	再びはじめに戻れば、{a,b}=cまたは{a,b}={c,d}である。	はじめ	0.02
ja_12	japanese	再びはじめに戻れば、{a,b}=cまたは{a,b}={c,d}である。	または	0.06
ja_13	japanese	旧基準の製品を使用する場合は、収納部分の扉のロックが壊れていたら、直ちに使用を中止してください。	旧	0.12
ja_14	japanese	旧基準の製品を使用する場合は、収納部分の扉のロックが壊れていたら、直ちに使用を中止してください。	ロック	0.02
ja_15	japanese	旧基準の製品を使用する場合は、収納部分の扉のロックが壊れていたら、直ちに使用を中止してください。	直ちに	0.22
ja_16	japanese	楽譜にはそれぞれ、長大な標題がリストによって書き添えられている。	長大な	0.38
ja_17	japanese	楽譜にはそれぞれ、長大な標題がリストによって書き添えられている。	標題	0.3
ja_18	japanese	楽譜にはそれぞれ、長大な標題がリストによって書き添えられている。	書き添えられて	0.48
ja_19	japanese	過去の作品で馴染み深かった音楽が一部変更されている（戦闘曲やレベルアップ音など）。	馴染み深かった	0.4
ja_20	japanese	過去の作品で馴染み深かった音楽が一部変更されている（戦闘曲やレベルアップ音など）。	変更されて	0.08
ja_21	japanese	過去の作品で馴染み深かった音楽が一部変更されている（戦闘曲やレベルアップ音など）。	戦闘曲	0.34
ja_22	japanese	登場人物の衣装・小物に現代のデザインを応用したものが随所に登場している。	小物	0.18
ja_23	japanese	登場人物の衣装・小物に現代のデザインを応用したものが随所に登場している。	応用した	0.18
ja_24	japanese	登場人物の衣装・小物に現代のデザインを応用したものが随所に登場している。	随所	0.58
ja_25	japanese	店が繰り返し強盗被害にあっていたことなどを考慮したためとされる。	繰り返し	0.16
ja_26	japanese	店が繰り返し強盗被害にあっていたことなどを考慮したためとされる。	強盗被害	0.32
ja_27	japanese	店が繰り返し強盗被害にあっていたことなどを考慮したためとされる。	考慮した	0.32
ja_28	japanese	リスナーが、柴田をキレさせるようなメールを送ってきて山崎が「まあまあまあ、柴田さん」と諫めるコーナー。	キレさせる	0.3
ja_29	japanese	リスナーが、柴田をキレさせるようなメールを送ってきて山崎が「まあまあまあ、柴田さん」と諫めるコーナー。	諫める	0.62
ja_30	japanese	リスナーが、柴田をキレさせるようなメールを送ってきて山崎が「まあまあまあ、柴田さん」と諫めるコーナー。	コーナー	0.08
